#,Camera 0,Camera 1,Camera 2,Camera 3,Camera 4,Camera 5,Camera 6,Camera 7,Camera 8,Camera 9,Camera 10,Camera 11,Camera 12,Camera 13,Camera 14,Camera 15,Camera 16,Camera 17
22664,"(-1, -1)","(22664, 1929, 76, 16.202047854539842, 96.33024073767876, 1905.5252112821559, 123.75986930533195, 1945.0993905902926, 27.16457310651739)","(-1, -1)","(-1, -1)","(22664, 1917, 69, 9.663502288632571, 56.43140275193693, 1908.6281172225797, 97.41178064916977, 1930.9790904829197, 41.59684572504372)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22665,"(-1, -1)","(22665, 1926, 75, 16.139106329127344, 95.94580779760176, 1902.1954112563885, 122.91214801555617, 1941.4829034882675, 26.703515004450004)","(-1, -1)","(-1, -1)","(22665, 1919, 69, 9.658105055534179, 56.343878890096924, 1910.5162627652335, 97.22824734314646, 1932.878696604128, 41.49889536740515)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22666,"(-1, -1)","(22666, 1922, 75, 16.07660716717487, 95.56441776546019, 1898.8931169894743, 122.07146075483953, 1937.89729284951, 26.246409568805316)","(-1, -1)","(-1, -1)","(22666, 1920, 69, 9.652716923420712, 56.256622846068026, 1912.3983909097913, 97.04528781875635, 1934.7721202728612, 41.401257746963935)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22667,"(-1, -1)","(22667, 1919, 74, 16.014558566733967, 95.18603543386082, 1895.6179927210833, 121.23771854707712, 1934.3421819916205, 25.793206958340917)","(-1, -1)","(-1, -1)","(22667, 1922, 69, 9.647330728904763, 56.169633769059686, 1914.274540320961, 96.86289947241936, 1936.6593945411612, 41.30393178829051)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22668,"(-1, -1)","(22668, 1916, 73, 15.952971933449135, 94.81062727991332, 1892.3698004995522, 120.4108355456314, 1930.8172999872268, 25.34385953742426)","(-1, -1)","(-1, -1)","(22668, 1924, 69, 9.64193792008382, 56.082912671155775, 1916.144791207314, 96.68108342005388, 1938.540593840685, 41.20691850072476)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22669,"(-1, -1)","(22669, 1912, 73, 15.891826393145038, 94.43815578524794, 1889.1480221853276, 119.59072543473881, 1927.3220518946027, 24.898315074317342)","(-1, -1)","(-1, -1)","(22669, 1926, 69, 9.636546545641295, 55.99645434835605, 1918.009080443493, 96.49982953049268, 1940.4156618837408, 41.11021194101083)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22670,"(-1, -1)","(22670, 1909, 72, 15.831163909361067, 94.06859291671643, 1885.9527136767608, 118.77730718769287, 1923.8565054668982, 24.456532863409016)","(-1, -1)","(-1, -1)","(22670, 1928, 68, 9.631132168757858, 55.91026598103162, 1919.8676301576152, 96.31915013921012, 1942.2848030664995, 41.01382001898825)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22671,"(-1, -1)","(22671, 1905, 71, 15.770942731598552, 93.70190208325886, 1882.7834475537325, 117.97050222749378, 1920.420139591042, 24.018462137629776)","(-1, -1)","(-1, -1)","(22671, 1930, 68, 9.625715285803153, 55.82434348273836, 1921.7203981918988, 96.13903863347811, 1944.1479954196786, 40.9177380425469)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22672,"(22672, 1304, 18, 2.5165971390711093, 23.85086954801428, 1301.868317988356, 29.967151005005576, 1304.584972841291, 6.005935475696223)","(22672, 1902, 71, 15.711175878062477, 93.33804908474272, 1879.6397368998323, 117.17022358699448, 1917.012429601792, 23.584055165837242)","(-1, -1)","(-1, -1)","(22672, 1932, 68, 9.620284662358472, 55.738682699317636, 1923.567349320077, 95.9594851899549, 1946.0051916602872, 40.821961246700994)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22673,"(22673, 1303, 17, 2.5177933914558253, 23.83567514636876, 1300.618837457757, 29.93560911245436, 1303.3263244675913, 5.989729912272641)","(22673, 1899, 70, 15.6518583044774, 92.9770021510165, 1876.5213616110175, 116.37639444320814, 1913.633109628782, 23.15326728751827)","(-1, -1)","(-1, -1)","(22673, 1934, 68, 9.614841012296893, 55.65328416691758, 1925.4085493834227, 95.78049084270617, 1947.8564608531885, 40.72649011248942)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22674,"(22674, 1302, 17, 2.518984608092751, 23.820500480054413, 1299.370930597704, 29.90410863362111, 1302.0692710044648, 5.973545749940916)","(22674, 1896, 69, 15.592984886592603, 92.61872721113657, 1873.4278399692162, 115.58893308442384, 1910.281642954232, 22.726051261730717)","(-1, -1)","(-1, -1)","(22674, 1935, 68, 9.609383522618373, 55.568143236996285, 1927.2439475128285, 95.60204575969082, 1949.7017502541125, 40.63131932597829)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22675,"(22675, 1301, 17, 2.5201705661963842, 23.805344729566748, 1298.1246637261154, 29.872647865607817, 1300.8138790310875, 5.957382113315918)","(22675, 1892, 69, 15.534550883191969, 92.26319623938784, 1870.3592259381937, 114.80777125068555, 1906.9580497539894, 22.302367215761187)","(-1, -1)","(-1, -1)","(22675, 1937, 68, 9.603914421759555, 55.48326562043511, 1929.0737257450453, 95.42416182161307, 1951.541250166047, 40.53645515387928)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22676,"(22676, 1299, 17, 2.521351328249466, 23.790205826389883, 1296.8799168000494, 29.841222512933676, 1299.5600275200175, 5.941236795060454)","(22676, 1889, 68, 15.476544848357207, 91.91033888566214, 1867.315004890688, 114.03274788646561, 1903.6617450051579, 21.882125031353116)","(-1, -1)","(-1, -1)","(22676, 1939, 68, 9.598434029250939, 55.39864295969129, 1930.8981784586374, 95.24682142512988, 1953.3752600606413, 40.4418881393768)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22677,"(22677, 1298, 17, 2.5225270590283344, 23.775088583363626, 1295.6368513842697, 29.809842564386734, 1298.307879507447, 5.925114926611628)","(22677, 1886, 68, 15.418974962704851, 91.5601991195062, 1864.2949711454962, 113.26395317689914, 1900.392512268124, 21.465370883491268)","(-1, -1)","(-1, -1)","(22677, 1941, 67, 9.592940257441569, 55.31428151254488, 1932.716640150516, 95.07003759723914, 1955.2031018733244, 40.347625160566324)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22678,"(22678, 1297, 17, 2.523697716907236, 23.759992760089975, 1294.3954812084155, 29.77850751904688, 1297.0574487365739, 5.909016250084497)","(22678, 1883, 67, 15.361836399281174, 91.21274666991384, 1861.2989211149156, 112.50131431425498, 1897.1501059645666, 21.052062597519015)","(-1, -1)","(-1, -1)","(22678, 1943, 67, 9.587433816324392, 55.23018177544104, 1934.529177789961, 94.89381129028743, 1957.0248457936177, 40.25366665604385)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22679,"(22679, 1296, 17, 2.524863407747489, 23.744914260658092, 1293.1555698658801, 29.747208873141577, 1295.8084968992175, 5.89293639610846)","(22679, 1880, 66, 15.305111502194677, 90.86787447148384, 1858.3261470146147, 111.7445901668476, 1893.9337278611201, 20.642066877017196)","(-1, -1)","(-1, -1)","(22679, 1945, 67, 9.581915148217377, 55.14632838520795, 1936.3363512437277, 94.71811022634495, 1958.8410603207967, 40.15999534913479)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22680,"(22680, 1294, 17, 2.5260239239703424, 23.729854496375808, 1291.9172831048147, 29.715949554544746, 1294.5611908482429, 5.876876868450833)","(22680, 1877, 66, 15.24880234488478, 90.52559452864408, 1855.3768457358863, 110.9938011093006, 1890.7435652407928, 20.235392213662255)","(-1, -1)","(-1, -1)","(22680, 1946, 67, 9.576385821898839, 55.062732393712096, 1938.1380355856936, 94.54295747853217, 1960.6516233914163, 40.066623474504894)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22681,"(22681, 1293, 17, 2.527179341993815, 23.714813626160026, 1290.6806005149203, 29.68472989145429, 1293.3155100343117, 5.860837835262042)","(22681, 1874, 65, 15.19290434625941, 90.18587694229572, 1852.4506564947326, 110.24887566960783, 1887.5792119830712, 19.83199737856927)","(-1, -1)","(-1, -1)","(22681, 1948, 67, 9.570845517935822, 54.979390931562854, 1939.934217653598, 94.3683469495482, 1962.456521568978, 39.97354771465829)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22682,"(22682, 1292, 17, 2.5283297977161965, 23.69979200158016, 1289.445484349239, 29.65355061192459, 1292.0714164911014, 5.844819670109994)","(22682, 1870, 65, 15.137412942915716, 89.84869140016802, 1849.5471388876977, 109.5097416125803, 1884.440180133083, 19.431840790653187)","(-1, -1)","(-1, -1)","(22682, 1950, 67, 9.565293419653699, 54.896299474748105, 1941.7248453228058, 94.19426907725682, 1964.255700779533, 39.880762906591855)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22683,"(22683, 1291, 17, 2.5294753074670098, 23.684789585729767, 1288.2119315700756, 29.622411637657798, 1290.828907122544, 5.828822332299113)","(22683, 1867, 64, 15.082323735024147, 89.51400978906105, 1846.6660295497747, 108.77633166255367, 1881.3261660091296, 19.034883613312836)","(-1, -1)","(-1, -1)","(22683, 1952, 67, 9.559729712546641, 54.813456901110925, 1943.5099439716778, 94.02072142813925, 1966.0491877984207, 39.78826768823306)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22684,"(22684, 1289, 17, 2.5306230049836813, 23.669806135711973, 1286.9799556414273, 29.591312281246967, 1289.5880026434586, 5.812845561493036)","(22684, 1864, 64, 15.027649191026967, 89.18180612062983, 1843.807161773757, 108.04857909582324, 1878.236984232668, 18.641089656959704)","(-1, -1)","(-1, -1)","(22684, 1954, 67, 9.554144818500845, 54.730864305810975, 1945.289593108643, 93.8477052049507, 1967.8370551602873, 39.696063173725)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22685,"(22685, 1288, 17, 2.531758483688918, 23.654841448798145, 1285.7495725940123, 29.56025248362938, 1288.3487046408782, 5.796889140211439)","(22685, 1861, 63, 14.973351440030456, 88.85205221510653, 1840.9703475499177, 107.32642525344147, 1875.1723752799032, 18.25042025778509)","(-1, -1)","(-1, -1)","(22685, 1955, 66, 9.548559961901447, 54.648521153371775, 1947.0638256264167, 93.67522122540797, 1969.61935886962, 39.60414865691392)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22686,"(22686, 1287, 17, 2.532888946179355, 23.63989547678028, 1284.5207785496873, 29.52923196129919, 1287.111016416734, 5.780953015748133)","(22686, 1859, 62, 14.919443152982012, 88.52472200070311, 1838.1553413306337, 106.60980344908819, 1872.1320733260807, 17.862839372541092)","(-1, -1)","(-1, -1)","(22686, 1957, 66, 9.54296502619377, 54.566426851796926, 1948.8326819126855, 93.5032671555302, 1971.3961306020958, 39.51252336924703)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22687,"(22687, 1287, 17, 2.633002630505189, 23.632881276494633, 1284.0963735087419, 29.5120655481151, 1286.7840719453231, 5.773474250951199)","(22687, 1858, 62, 15.123913019414431, 88.41009754064515, 1837.528489328511, 106.30004408290384, 1871.6691993024206, 17.727167419422045)","(-1, -1)","(-1, -1)","(22687, 1958, 66, 9.394584640516996, 54.5486197627393, 1949.934070299162, 93.45207303437974, 1972.3630024751594, 39.49265041103477)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22688,"(22688, 1286, 17, 2.6935827313352547, 23.621172497525578, 1283.3098432591974, 29.486115018154738, 1286.0521967533764, 5.760990143666441)","(22688, 1856, 62, 15.216339497696936, 88.19128601776772, 1836.0615667547913, 105.78540149900357, 1870.1987105137314, 17.468250942110625)","(-1, -1)","(-1, -1)","(22688, 1960, 66, 9.298096166594178, 54.50375173021024, 1951.5279988302648, 93.3498606627681, 1973.877993398925, 39.44257946580444)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22689,"(22689, 1285, 17, 2.730437869024854, 23.609569187610024, 1282.5245258851712, 29.461003951994524, 1285.2976328208094, 5.748618696058549)","(22689, 1854, 61, 15.254794684015906, 87.97091351473085, 1834.5612656346595, 105.28162045678127, 1868.6378894604675, 17.207584814058826)","(-1, -1)","(-1, -1)","(22689, 1961, 66, 9.236917834526366, 54.45693648256901, 1953.0573763490909, 93.246881288259, 1975.362648723919, 39.39033914691536)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22690,"(22690, 1284, 17, 2.753013020652361, 23.598051845818606, 1281.7381881096985, 29.436464079551047, 1284.5276505364764, 5.736339111137117)","(22690, 1853, 61, 15.261927986584169, 87.74991385732517, 1833.0338053368532, 104.78525350542887, 1867.0167957149615, 16.94627497407802)","(-1, -1)","(-1, -1)","(22690, 1962, 66, 9.198369778727738, 54.408796150965536, 1954.5415098118633, 93.14309671500965, 1976.8238764923208, 39.33662406654779)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22691,"(22691, 1283, 17, 2.7669268276486036, 23.586604552119752, 1280.950839872539, 29.412315301887716, 1283.7479242342802, 5.724134411117683)","(22691, 1851, 61, 15.250601330407562, 87.5289999336463, 1831.4887971988665, 104.29449134547991, 1865.3588201271455, 16.685164616000947)","(-1, -1)","(-1, -1)","(22691, 1964, 66, 9.174066363207885, 54.3598160758773, 1955.9940981702625, 93.03873987841379, 1978.2672124517248, 39.2819760317409)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22692,"(22692, 1283, 17, 2.7755628974557567, 23.57521075570107, 1280.1626893441273, 29.388430203498896, 1282.9620748555035, 5.711986946859076)","(22692, 1849, 60, 15.228294020157591, 87.30856253194338, 1829.9337411819195, 103.80812324204821, 1863.6795308077355, 16.424715174945945)","(-1, -1)","(-1, -1)","(22692, 1965, 66, 9.158630519813642, 54.31031367445537, 1957.4249361784946, 92.93400941322582, 1979.6972380709917, 39.22674935940232)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22693,"(22693, 1282, 17, 2.780971196982364, 23.563853325216215, 1279.3740410675275, 29.364715094596626, 1282.1724760064208, 5.6998784514680585)","(22693, 1848, 60, 15.199424992443255, 87.08879627310692, 1828.3746674520241, 103.32531068993674, 1861.9897667771738, 16.165155751916483)","(-1, -1)","(-1, -1)","(22693, 1967, 66, 9.148685013530212, 54.26050450439673, 1958.8413049296114, 92.82907650445104, 1981.117985881803, 39.17118463680722)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22694,"(22694, 1281, 17, 2.7844035257403448, 23.552527624339437, 1278.5854137081062, 29.341124186499194, 1281.3809125044895, 5.687803980239464)","(22694, 1846, 60, 15.166665022144116, 86.86991877803602, 1826.8158169557846, 102.84575348883207, 1860.2967153146283, 15.906742258035976)","(-1, -1)","(-1, -1)","(22694, 1968, 66, 9.142118365404485, 54.21053993182031, 1960.2469475453615, 92.72408794378491, 1982.5311568470177, 39.115450778366025)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22695,"(22695, 1280, 17, 2.7866244186113818, 23.54122396532791, 1277.7969834637324, 29.317615022137893, 1280.5883326934727, 5.6757532035458045)","(22695, 1845, 59, 15.131610870293343, 86.6519761220492, 1825.2600144909766, 102.36907738740994, 1858.604950921479, 15.649527809125004)","(-1, -1)","(-1, -1)","(22695, 1970, 66, 9.137627108283368, 54.160509253269026, 1961.6451877259494, 92.61912710834372, 1983.9388324186834, 39.05964741876983)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22696,"(22696, 1279, 17, 2.788099818147657, 23.529937067113824, 1277.0088696692012, 29.294162926040016, 1279.7953265808087, 5.66372049025361)","(22696, 1843, 59, 15.095227572867316, 86.43500087731854, 1823.7089373870017, 101.89506385722507, 1856.9172065263417, 15.393549520336)","(-1, -1)","(-1, -1)","(22696, 1971, 65, 9.134410016145694, 54.11046696216365, 1963.037967694108, 92.51424512997784, 1985.3421893006184, 39.00383534813488)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22697,"(22697, 1279, 17, 2.789117575127193, 23.51866675060194, 1276.2213434476832, 29.270759013237516, 1279.0024576525764, 5.651705648563826)","(22697, 1841, 58, 15.058116433334362, 86.21906672378138, 1822.1639604132993, 101.423694558809, 1855.2355354153983, 15.13889292855741)","(-1, -1)","(-1, -1)","(22697, 1972, 65, 9.131969760455831, 54.06045885440319, 1964.4261038489954, 92.40949905020297, 1986.741564464037, 38.948065638904914)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22698,"(22698, 1278, 17, 2.789852196035099, 23.50741189694431, 1275.4344812460847, 29.24739578949872, 1278.2099788762137, 5.6397074848819955)","(22698, 1840, 58, 15.020635234239535, 86.00419295352717, 1820.6256917781843, 100.95490274275767, 1853.5609352226213, 14.885579346142517)","(-1, -1)","(-1, -1)","(22698, 1974, 65, 9.130003834397712, 54.010506690552134, 1965.8102102678333, 92.30491092351959, 1988.1372811945337, 38.892362546551965)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22699,"(22699, 1277, 17, 2.7904131319785392, 23.49616907901331, 1274.6482839429536, 29.22406288779195, 1277.418001458525, 5.627722345023694)","(22699, 1838, 58, 14.983001238361794, 85.79035757564847, 1819.094621277435, 100.48857181031676, 1851.8941267826895, 14.633581419552803)","(-1, -1)","(-1, -1)","(22699, 1975, 65, 9.128324023338791, 53.96062353692632, 1967.1910826103733, 92.2004933487471, 1989.529962070944, 38.836740625098344)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22700,"(22700, 1276, 17, 2.790867936785162, 23.484938417066417, 1273.8627299233924, 29.20075855453821, 1276.6265716934513, 5.615750356556969)","(22700, 1836, 57, 14.945349835225898, 85.57756105871566, 1817.5707101242506, 100.0246602421745, 1850.235205715266, 14.38289829511888)","(-1, -1)","(-1, -1)","(22700, 1976, 65, 9.126811963703858, 53.91081287390574, 1968.5688482527978, 92.09624455598703, 1990.919617431955, 38.781203736666)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22701,"(22701, 1275, 17, 2.791255713006649, 23.473716743487493, 1273.0778068087827, 29.177475046340433, 1275.8357165087377, 5.603788142222172)","(22701, 1835, 57, 14.90775401136284, 85.3657719704458, 1816.054263918644, 99.56307416521871, 1848.584551588419, 14.133491566847512)","(-1, -1)","(-1, -1)","(22701, 1978, 65, 9.125401911045628, 53.861080576896555, 1969.944096250163, 91.99217154492484, 1992.306782270544, 38.72575841228064)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22702,"(22702, 1275, 17, 2.7916009095270056, 23.462510531623128, 1272.2938004181115, 29.154225071518052, 1275.045748650299, 5.59184260191991)","(22702, 1833, 57, 14.870278957995879, 85.1550845981493, 1814.5455573019121, 99.10400293713084, 1846.9425316362956, 13.88547086068544)","(-1, -1)","(-1, -1)","(22702, 1979, 65, 9.124049480658869, 53.8114437029429, 1971.3160083572766, 91.88830674498271, 1993.6905822570795, 38.67042364577221)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22703,"(22703, 1274, 17, 2.79191984481281, 23.45131305515217, 1271.5104381787291, 29.130994183299944, 1274.2564097876757, 5.579906564932185)","(22703, 1832, 56, 14.83293869527688, 84.94539552251106, 1813.0443390187497, 98.64720987062051, 1845.3088739321522, 13.638713037660064)","(-1, -1)","(-1, -1)","(22703, 1981, 65, 9.122728408876128, 53.76188954052821, 1972.6855524691728, 91.78462133241943, 1995.0719738795808, 38.61518524327622)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22704,"(22704, 1273, 17, 2.7922222145482465, 23.440124107815397, 1270.727736225413, 29.107781663576024, 1273.4677259454265, 5.567979810945281)","(22704, 1830, 56, 14.795751426145443, 84.73669971362433, 1811.550647688111, 98.1926768375725, 1843.683631850204, 13.393210861244162)","(-1, -1)","(-1, -1)","(22704, 1982, 65, 9.121422241709979, 53.71242024935562, 1974.0527965005638, 91.6811185093089, 1996.4510103773366, 38.56004559044155)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22705,"(22705, 1272, 17, 2.7925115500374886, 23.428950350425648, 1269.9459629700723, 29.084601232109765, 1272.6799712260959, 5.556069439375867)","(22705, 1828, 56, 14.75873980241522, 84.5290866408063, 1810.0646402229627, 97.74059531264888, 1842.0670060161506, 13.1490682181825)","(-1, -1)","(-1, -1)","(22705, 1983, 65, 9.120122768120837, 53.663049532606514, 1975.416837377106, 91.57782648806882, 1997.8267670558303, 38.50501993743716)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
22706,"(22706, 1272, 17, 2.7927941075786293, 23.417782924934926, 1269.1647519670637, 29.061434317281314, 1271.892782541418, 5.544166007663376)","(22706, 1827, 55, 14.721892091099335, 84.32242106137252, 1808.5859637355236, 97.29066561011882, 1840.458586568224, 12.906124744782991)","(-1, -1)","(-1, -1)","(22706, 1985, 65, 9.11882187130982, 53.61375887984703, 1976.778907905232, 91.4747056540617, 1999.2004872283624, 38.450087630544466)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
